job;marital;education;default;housing;loan;contact;month;poutcome;Fac-age;Fac-balance;Fac-duration;Fac-campaign;Fac-pday;Fac-pervious;y
management;married;unknown;no;no;yes;cellular;jul;unknown;mid;normal;long;repeat;new;new;no
technician;married;secondary;no;no;yes;cellular;jul;unknown;mid;normal;overtime;repeat;new;new;no
entrepreneur;married;secondary;no;yes;no;cellular;apr;unknown;mid;normal;overtime;new;new;new;yes
unemployed;married;primary;no;yes;yes;unknown;may;unknown;mid;normal;long;try-harder;new;new;no
management;married;tertiary;no;yes;no;unknown;may;unknown;mid;rich;long;new;new;new;no
admin.;married;tertiary;no;no;no;cellular;nov;unknown;mid;normal;long;repeat;new;new;no
blue-collar;married;secondary;no;yes;yes;cellular;may;failure;mid;rich;long;try-harder;old;old;no
management;married;unknown;no;no;no;cellular;jan;unknown;mid;normal;long;repeat;new;new;no
blue-collar;single;primary;no;yes;no;cellular;jul;unknown;mid;normal;overtime;repeat;new;new;no
management;married;tertiary;no;no;yes;cellular;aug;unknown;mid;normal;overtime;repeat;new;new;no
admin.;single;tertiary;no;yes;no;cellular;may;failure;young;normal;long;repeat;old;old;yes
blue-collar;married;primary;no;yes;no;unknown;may;unknown;mid;normal;overtime;repeat;new;new;no
blue-collar;married;secondary;no;no;no;cellular;feb;unknown;mid;normal;short;new;new;new;no
admin.;married;primary;no;no;yes;unknown;jun;unknown;mid;normal;overtime;try-harder;new;new;no
entrepreneur;married;secondary;no;no;no;cellular;may;failure;mid;rich;overtime;repeat;old;old;yes
unemployed;single;secondary;no;no;no;unknown;may;unknown;young;normal;normal;new;new;new;no
admin.;married;unknown;no;no;no;unknown;jun;unknown;mid;normal;short;try-harder;new;new;no
blue-collar;married;secondary;no;no;no;cellular;feb;unknown;mid;bust;long;new;new;new;no
self-employed;single;tertiary;no;no;yes;cellular;jul;unknown;old;normal;normal;repeat;new;new;no
management;married;tertiary;no;no;no;cellular;aug;success;mid;normal;long;new;old;old;yes
blue-collar;married;primary;no;yes;yes;unknown;jun;unknown;mid;normal;long;new;new;new;no
technician;married;secondary;no;no;no;cellular;nov;failure;mid;rich;overtime;new;old;old;no
unemployed;married;secondary;no;no;yes;cellular;nov;unknown;mid;normal;long;new;new;new;no
entrepreneur;single;tertiary;no;yes;no;cellular;jul;unknown;mid;normal;overtime;repeat;new;new;yes
unemployed;married;secondary;no;no;no;cellular;dec;success;mid;normal;overtime;repeat;old;old;yes
admin.;single;secondary;no;yes;no;unknown;may;unknown;mid;normal;long;new;new;new;no
admin.;married;secondary;no;no;no;cellular;jul;unknown;mid;normal;short;try-harder;new;new;no
technician;single;tertiary;no;yes;no;cellular;apr;other;young;normal;long;repeat;old;old;no
admin.;married;secondary;no;yes;no;cellular;jul;unknown;mid;normal;short;repeat;new;new;no
services;married;primary;no;yes;no;cellular;jul;unknown;mid;normal;overtime;try-harder;new;new;yes
management;single;tertiary;no;no;no;cellular;apr;unknown;mid;normal;long;repeat;new;new;yes
management;divorced;tertiary;no;no;yes;unknown;may;unknown;mid;normal;long;new;new;new;no
blue-collar;married;primary;no;no;no;unknown;sep;unknown;mid;bust;short;new;new;new;no
management;single;tertiary;no;yes;no;cellular;feb;failure;mid;normal;short;new;old;old;no
retired;married;primary;no;no;no;cellular;oct;success;old;normal;long;new;old;old;no
self-employed;divorced;primary;no;no;no;cellular;may;unknown;mid;rich;normal;repeat;new;new;no
management;married;tertiary;no;yes;yes;cellular;nov;failure;mid;normal;long;new;old;old;no
retired;married;tertiary;no;no;no;cellular;feb;unknown;mid;normal;normal;new;new;new;no
management;single;tertiary;no;no;yes;cellular;jul;unknown;old;normal;long;new;new;new;no
self-employed;single;tertiary;no;yes;no;unknown;may;unknown;mid;rich;normal;repeat;new;new;no
management;single;unknown;no;yes;no;cellular;apr;unknown;mid;normal;overtime;new;new;new;no
blue-collar;single;secondary;no;yes;yes;cellular;may;failure;mid;normal;long;repeat;old;old;no
management;married;tertiary;no;no;no;cellular;jul;unknown;mid;normal;long;repeat;new;new;no
management;married;primary;no;no;no;cellular;sep;success;mid;rich;long;repeat;old;old;yes
admin.;married;secondary;no;yes;yes;unknown;may;unknown;mid;normal;long;new;new;new;no
self-employed;married;tertiary;no;yes;no;cellular;may;failure;mid;rich;long;repeat;old;old;no
blue-collar;married;secondary;no;yes;no;cellular;apr;unknown;mid;normal;long;new;new;new;no
management;married;tertiary;yes;yes;no;cellular;nov;unknown;mid;normal;long;new;new;new;no
management;married;tertiary;no;no;yes;cellular;jul;unknown;mid;normal;normal;repeat;new;new;no
management;married;tertiary;no;no;no;cellular;nov;failure;mid;normal;long;new;old;old;no
management;married;tertiary;no;yes;no;cellular;may;failure;young;normal;overtime;repeat;old;old;no
services;single;secondary;no;yes;no;unknown;may;unknown;mid;normal;short;repeat;new;new;no
services;married;secondary;no;yes;no;unknown;may;unknown;mid;normal;long;repeat;new;new;no
management;single;unknown;no;no;no;cellular;feb;unknown;young;rich;short;repeat;new;new;no
admin.;divorced;secondary;no;no;no;cellular;apr;unknown;mid;rich;overtime;repeat;new;new;yes
student;single;secondary;no;yes;no;cellular;may;unknown;young;rich;overtime;new;new;new;no
management;single;tertiary;no;no;no;cellular;nov;unknown;mid;normal;short;try-harder;new;new;no
blue-collar;married;primary;no;yes;yes;cellular;may;unknown;mid;normal;long;repeat;new;new;no
housemaid;married;primary;no;yes;no;unknown;may;unknown;mid;normal;overtime;repeat;new;new;no
blue-collar;married;secondary;no;yes;no;cellular;nov;unknown;mid;rich;long;repeat;new;new;no
management;married;tertiary;no;no;no;cellular;aug;unknown;mid;rich;long;repeat;new;new;no
student;single;secondary;no;no;no;cellular;sep;unknown;young;normal;long;new;new;new;no
technician;single;secondary;no;yes;no;cellular;apr;unknown;mid;normal;long;repeat;new;new;no
management;single;tertiary;no;yes;no;cellular;apr;failure;mid;rich;long;new;old;old;no
technician;single;primary;no;no;no;cellular;aug;unknown;old;rich;long;new;new;new;yes
entrepreneur;married;secondary;no;yes;no;cellular;nov;other;mid;normal;overtime;new;old;old;no
housemaid;married;tertiary;no;no;no;unknown;jun;unknown;mid;normal;long;try-harder;new;new;no
retired;married;primary;no;no;no;cellular;jun;unknown;old;normal;long;new;new;new;no
services;married;secondary;no;no;no;unknown;jun;unknown;mid;bust;overtime;repeat;new;new;no
technician;married;secondary;no;yes;no;cellular;aug;unknown;mid;bust;long;new;new;new;no
admin.;married;secondary;no;yes;no;cellular;may;failure;mid;bust;normal;new;old;old;no
services;single;secondary;no;yes;no;cellular;may;failure;mid;normal;long;try-harder;old;old;no
management;married;primary;no;yes;no;unknown;jun;unknown;mid;normal;normal;try-harder;new;new;no
management;married;tertiary;no;yes;no;cellular;may;failure;mid;normal;overtime;repeat;old;old;yes
technician;divorced;primary;no;yes;no;unknown;may;unknown;mid;rich;long;new;new;new;no
services;single;secondary;no;yes;no;cellular;may;unknown;young;normal;normal;new;new;new;no
blue-collar;married;secondary;no;yes;no;cellular;apr;failure;mid;normal;short;new;old;old;no
blue-collar;married;primary;no;yes;no;unknown;jun;unknown;mid;rich;normal;new;new;new;no
retired;married;tertiary;no;no;no;telephone;mar;unknown;mid;rich;long;repeat;new;new;yes
services;married;secondary;no;yes;no;telephone;may;failure;mid;normal;long;repeat;old;old;no
blue-collar;married;primary;no;yes;no;cellular;jul;unknown;mid;normal;long;repeat;new;new;no
blue-collar;married;primary;no;no;no;cellular;apr;unknown;mid;normal;normal;new;new;new;no
management;married;tertiary;no;no;no;unknown;jun;unknown;mid;rich;long;repeat;new;new;no
technician;married;secondary;no;yes;no;unknown;may;unknown;mid;normal;long;repeat;new;new;no
blue-collar;married;secondary;no;no;no;cellular;may;unknown;mid;normal;long;new;new;new;no
services;married;secondary;no;yes;no;unknown;may;unknown;mid;normal;overtime;repeat;new;new;no
management;single;tertiary;no;yes;no;cellular;feb;other;mid;normal;overtime;repeat;old;old;no
blue-collar;single;primary;no;yes;yes;unknown;jun;unknown;young;normal;overtime;repeat;new;new;no
retired;married;unknown;no;no;no;cellular;mar;unknown;old;rich;long;new;new;new;no
technician;married;secondary;no;no;no;cellular;aug;unknown;mid;normal;normal;repeat;new;new;no
blue-collar;married;secondary;no;yes;no;cellular;may;failure;mid;normal;long;repeat;old;old;no
technician;married;secondary;no;yes;no;unknown;may;unknown;mid;normal;long;repeat;new;new;no
admin.;married;secondary;no;yes;no;cellular;jun;unknown;mid;normal;normal;new;new;new;no
technician;single;tertiary;no;no;no;cellular;may;success;mid;rich;normal;try-harder;old;old;no
blue-collar;married;primary;no;yes;yes;telephone;may;unknown;mid;normal;long;repeat;new;new;no
blue-collar;married;primary;no;yes;no;cellular;apr;unknown;mid;rich;overtime;repeat;new;new;no
technician;divorced;tertiary;no;yes;no;cellular;nov;unknown;mid;rich;normal;repeat;new;new;no
blue-collar;single;secondary;no;no;yes;cellular;jul;unknown;young;normal;overtime;new;new;new;yes
blue-collar;single;secondary;no;no;no;cellular;jul;unknown;young;normal;long;new;new;new;no
retired;married;primary;yes;no;yes;cellular;nov;unknown;mid;bust;long;new;new;new;no
blue-collar;married;secondary;no;no;no;unknown;jun;unknown;mid;normal;long;new;new;new;no
self-employed;married;secondary;no;yes;no;cellular;aug;unknown;mid;rich;long;repeat;new;new;no
technician;married;tertiary;no;yes;no;unknown;may;unknown;mid;normal;long;new;new;new;no
technician;married;secondary;no;no;no;cellular;jul;unknown;mid;normal;long;repeat;new;new;no
management;married;secondary;no;yes;no;telephone;may;failure;mid;normal;short;repeat;old;old;no
admin.;married;secondary;no;no;no;cellular;jan;failure;mid;normal;long;new;old;old;yes
management;married;tertiary;no;no;no;cellular;aug;unknown;mid;normal;normal;repeat;new;new;no
blue-collar;single;secondary;no;no;no;cellular;feb;unknown;mid;normal;long;new;new;new;no
retired;divorced;tertiary;no;yes;no;cellular;nov;failure;old;rich;long;new;old;old;yes
management;married;tertiary;no;no;no;cellular;aug;unknown;mid;normal;long;repeat;new;new;no
blue-collar;married;secondary;no;no;no;telephone;aug;unknown;mid;rich;long;try-harder;new;new;no
management;divorced;tertiary;no;no;no;cellular;jul;unknown;mid;normal;overtime;repeat;new;new;yes
services;single;secondary;no;no;no;cellular;aug;unknown;mid;rich;long;repeat;new;new;no
blue-collar;single;primary;no;no;no;cellular;jan;unknown;mid;normal;long;repeat;new;new;no
self-employed;married;secondary;no;yes;yes;cellular;jul;unknown;mid;normal;long;new;new;new;no
technician;married;secondary;no;yes;yes;cellular;nov;unknown;mid;normal;overtime;new;new;new;no
admin.;divorced;secondary;no;yes;no;unknown;may;unknown;mid;normal;long;new;new;new;no
management;married;tertiary;no;yes;no;cellular;may;failure;mid;normal;overtime;new;old;old;no
technician;single;tertiary;no;yes;no;cellular;apr;unknown;young;normal;overtime;repeat;new;new;no
management;single;tertiary;no;yes;no;cellular;apr;failure;mid;normal;long;repeat;old;old;no
services;single;secondary;no;yes;no;unknown;may;unknown;mid;normal;long;new;new;new;no
blue-collar;single;primary;no;yes;no;unknown;jun;unknown;young;normal;long;repeat;new;new;no
blue-collar;married;primary;no;yes;yes;unknown;may;unknown;mid;normal;long;new;new;new;no
technician;married;tertiary;no;yes;no;unknown;may;unknown;young;rich;normal;new;new;new;no
blue-collar;married;secondary;no;yes;no;unknown;may;unknown;mid;rich;long;repeat;new;new;no
management;married;tertiary;no;yes;no;cellular;nov;unknown;mid;normal;overtime;new;new;new;no
management;married;primary;no;no;no;cellular;feb;unknown;mid;normal;long;repeat;new;new;no
management;married;tertiary;no;yes;no;cellular;may;unknown;young;normal;overtime;new;new;new;no
technician;single;tertiary;no;yes;no;cellular;jul;unknown;mid;normal;overtime;repeat;new;new;no
blue-collar;married;secondary;no;no;no;cellular;may;failure;mid;normal;long;new;old;old;no
management;married;tertiary;no;no;yes;cellular;jul;unknown;mid;normal;long;repeat;new;new;no
entrepreneur;divorced;tertiary;no;no;no;unknown;jun;unknown;mid;normal;normal;repeat;new;new;no
self-employed;married;tertiary;no;yes;no;cellular;may;unknown;mid;normal;short;new;new;new;no
admin.;single;secondary;no;yes;no;cellular;apr;other;young;normal;short;try-harder;old;old;no
management;married;secondary;no;yes;no;cellular;nov;unknown;mid;normal;short;repeat;new;new;no
management;married;tertiary;no;yes;no;cellular;aug;unknown;mid;normal;long;repeat;new;new;no
admin.;divorced;tertiary;no;yes;no;unknown;may;unknown;mid;rich;long;new;new;new;no
admin.;single;secondary;no;yes;no;cellular;may;unknown;mid;normal;normal;repeat;new;new;no
technician;single;secondary;no;no;no;cellular;aug;unknown;mid;normal;short;try-harder;new;new;no
management;married;tertiary;no;yes;no;telephone;jul;unknown;mid;normal;long;repeat;new;new;yes
retired;married;secondary;no;no;no;cellular;sep;unknown;old;normal;short;repeat;new;new;no
blue-collar;married;secondary;no;yes;no;cellular;apr;unknown;young;normal;overtime;new;new;new;no
technician;married;secondary;no;yes;no;unknown;may;unknown;mid;rich;long;new;new;new;no
retired;married;tertiary;no;no;no;cellular;apr;unknown;old;rich;long;new;new;new;no
admin.;married;secondary;no;no;no;cellular;jul;unknown;mid;normal;normal;new;new;new;no
entrepreneur;married;tertiary;no;yes;no;cellular;nov;unknown;mid;normal;long;new;new;new;no
technician;married;secondary;no;yes;no;cellular;nov;unknown;mid;rich;overtime;new;new;new;yes
admin.;divorced;secondary;no;yes;no;cellular;apr;unknown;mid;bust;short;new;new;new;no
technician;married;secondary;no;yes;yes;unknown;may;unknown;young;normal;long;repeat;new;new;no
blue-collar;married;secondary;no;yes;no;cellular;may;unknown;mid;normal;long;repeat;new;new;no
management;married;tertiary;no;no;no;cellular;aug;unknown;mid;normal;normal;try-harder;new;new;no
blue-collar;married;secondary;no;yes;no;unknown;may;unknown;mid;normal;long;new;new;new;no
self-employed;single;tertiary;no;no;no;cellular;apr;unknown;mid;rich;overtime;new;new;new;yes
services;single;secondary;no;no;yes;cellular;jul;unknown;young;normal;long;new;new;new;no
technician;single;secondary;no;no;no;cellular;jul;unknown;mid;normal;long;try-harder;new;new;no
management;divorced;tertiary;no;no;no;cellular;may;failure;mid;normal;normal;new;old;old;no
unemployed;married;tertiary;no;no;no;unknown;may;unknown;mid;normal;long;repeat;new;new;no
blue-collar;married;secondary;no;yes;no;cellular;aug;unknown;mid;normal;long;repeat;new;new;no
management;divorced;tertiary;no;no;no;unknown;jun;unknown;mid;normal;short;new;new;new;no
blue-collar;divorced;secondary;no;yes;no;cellular;nov;unknown;mid;rich;long;new;new;new;no
blue-collar;married;secondary;no;yes;no;cellular;sep;success;mid;normal;long;new;old;old;yes
housemaid;married;secondary;no;no;no;telephone;feb;failure;mid;normal;overtime;new;old;old;no
self-employed;married;secondary;no;yes;no;unknown;may;unknown;mid;bust;overtime;new;new;new;no
management;married;tertiary;no;yes;no;unknown;may;unknown;mid;bust;long;new;new;new;no
management;single;secondary;no;yes;no;cellular;nov;unknown;mid;rich;overtime;repeat;new;new;no
blue-collar;single;primary;no;yes;no;unknown;jun;unknown;mid;normal;short;try-harder;new;new;no
management;married;tertiary;no;yes;no;cellular;nov;unknown;mid;rich;long;new;new;new;no
self-employed;married;secondary;no;yes;no;unknown;may;unknown;mid;bust;long;repeat;new;new;no
entrepreneur;married;secondary;yes;yes;no;cellular;jul;unknown;mid;normal;long;new;new;new;no
admin.;married;secondary;no;no;no;cellular;mar;unknown;old;rich;long;new;new;new;yes
management;married;tertiary;no;yes;no;unknown;may;unknown;mid;normal;long;repeat;new;new;no
blue-collar;married;primary;no;yes;no;unknown;may;unknown;mid;normal;long;repeat;new;new;no
blue-collar;married;secondary;no;yes;no;unknown;may;unknown;mid;normal;normal;new;new;new;no
retired;married;tertiary;no;no;no;telephone;may;success;old;rich;overtime;new;old;old;yes
services;married;secondary;no;yes;no;unknown;may;unknown;mid;normal;long;new;new;new;no
blue-collar;married;secondary;no;yes;no;unknown;may;unknown;mid;normal;normal;new;new;new;no
